50136	53.46666667	122.3666667	296	289
50246	52.31666667	124.7166667	357.4	357
50247	52.05	123.6666667	520.8	633
50349	51.7	124.3333333	494.6	579
50353	51.71666667	126.65	177.4	172
50425	50.25	120.1833333	581.4	575
50434	50.48333333	121.6833333	732.6	727
50442	50.4	124.1166667	371.7	371
50468	50.25	127.45	166.4	174
50514	49.56666667	117.4333333	661.7	703
50527	49.21666667	119.75	610.2	609
50548	49.2	123.7166667	286.1	286
50557	49.16666667	125.2333333	242.2	239
50564	49.43333333	127.35	234.5	219
50603	48.66666667	116.8166667	554.2	554
50618	48.21666667	118.2666667	642	628
50639	48	122.7333333	306.5	316
50656	48.28333333	126.5166667	269.7	290
50658	48.05	125.8833333	234.6	234
50727	47.16666667	119.95	1027.4	1097
50739	47.33333333	123.1833333	190	183
50742	47.8	124.4833333	162.4	166
50745	47.38333333	123.9166667	145.9	144
50756	47.43333333	126.9666667	239.2	233
50758	47.16666667	125.9	249.2	225
50774	47.73333333	128.9166667	240.9	228
50788	47.23333333	131.9833333	64.2	70
50834	46.6	121.2166667	501.8	496
50844	46.4	123.4166667	149.5	140
50853	46.61666667	126.9666667	179.6	176
50854	46.38333333	125.3166667	149.3	152
50862	46.98333333	128.0166667	210.5	204
50873	46.81666667	130.2833333	81.2	82
50877	46.3	129.5833333	100.1	98
50888	46.31666667	132.1833333	83	86
50915	45.51666667	116.9666667	838.7	838
50936	45.63333333	122.8333333	155.4	152
50945	45.5	124.2666667	137.4	138
50948	45	124.0166667	146.3	147
50949	45.11666667	124.8333333	134.7	134
50950	45.7	125.25	148.7	151
50953	45.75	126.7666667	142.3	124
50963	45.96666667	128.7333333	108.6	104
50968	45.21666667	127.9666667	189.7	190
50973	45.75	130.5833333	220.5	216
50978	45.28333333	130.95	232.8	240
50983	45.76666667	132.9666667	100.2	77
51053	48.05	86.4	532.6	517
51060	47.7	86.86666667	473.9	471
51068	47.11666667	87.46666667	500.9	496
51076	47.73333333	88.08333333	735.3	713
51087	46.98333333	89.51666667	807.5	794
51133	46.73333333	83	534.9	539
51156	46.78333333	85.71666667	1291.6	1285
51232	45.18333333	82.58333333	284.8	282
51238	44.9	82.06666667	531.9	518
51241	45.93333333	83.6	1077.8	1086
51243	45.6	84.85	427.3	434
51334	44.61666667	82.9	320.1	315
51367	44.13333333	86.81666667	522.1	633
51469	43.28333333	87.11666667	2350.4	2705
51470	43.88333333	88.11666667	1942.5	2129
51477	43.35	88.31666667	1103.5	1089
51526	42.23333333	88.21666667	922.4	929
51542	43.03333333	84.15	2458	2453
51567	42.08333333	86.56666667	1055.8	1058
51573	42.93333333	89.2	34.5	5
51628	41.16666667	80.23333333	1103.8	1104
51639	41.23333333	82.78333333	980.4	984
51656	41.75	86.13333333	931.5	940
51704	39.71666667	76.16666667	1297.9	1317
51705	39.71666667	75.25	2175.7	2174
51709	39.46666667	75.98333333	1288.7	1288
51720	40.5	79.05	1161.8	1152
51730	40.5	81.05	1012.2	1017
51747	39	83.66666667	1099.3	1099
51765	40.63333333	87.7	846	850
51810	38.91666667	77.63333333	1177.6	1179
51811	38.43333333	77.26666667	1231.2	1221
51818	37.61666667	78.28333333	1375.4	1375
51828	37.13333333	79.93333333	1374.6	1346
51839	37.06666667	82.71666667	1409.3	1409
51855	38.15	85.55	1247.5	1237
51931	36.85	81.65	1422	1429
52101	43.6	93	1650	1638
52112	43.76666667	95.13333333	469	435
52118	43.26666667	94.7	1728.6	1800
52203	42.81666667	93.51666667	737.2	745
52313	41.53333333	94.66666667	1700	1569
52323	41.8	97.03333333	1770.1	1761
52533	39.76666667	98.48333333	1477.2	1463
52546	39.36666667	99.83333333	1332.2	1352
52602	38.83333333	93.38333333	2733	2757
52652	38.93333333	100.4333333	1482.7	1487
52674	38.23333333	101.9666667	1976.1	2000
52679	37.91666667	102.6666667	1530.9	1546
52681	38.63333333	103.0833333	1367	1369
52707	36.8	93.68333333	2767	2766
52787	37.2	102.8666667	3045.1	3036
52797	37.18333333	104.05	1630.5	1652
52818	36.41666667	94.9	2807.6	2819
52825	36.43333333	96.41666667	2790.4	2801
52836	36.3	98.1	3191.1	3184
52856	36.26666667	100.6166667	2835	2806
52866	36.61666667	101.7666667	2261.2	2303
52868	36.03333333	101.4333333	2237.1	2245
52876	36.31666667	102.85	1813.9	1822
52884	36.35	103.9333333	1668.5	1676
52895	36.56666667	104.6833333	1398.2	1406
52908	35.21666667	93.08333333	4612.2	4619
52943	35.58333333	99.98333333	3323.2	3289
52955	35.58333333	100.75	3200.6	3168
52974	35.51666667	102.0166667	2491.4	2510
52983	35.86666667	104.15	1874.1	1900
52984	35.58333333	103.1833333	1917	1902
52986	35.36666667	103.8666667	1886.6	1902
52996	35.38333333	105	2450.6	2225
53068	43.65	111.9666667	964.7	964
53083	44.61666667	114.15	1181.6	1178
53149	42.53333333	110.1333333	1225.2	1216
53192	44.01666667	114.95	1126.1	1166
53231	41.4	106.4	1510.2	1500
53336	41.56666667	108.5166667	1288	1265
53352	41.7	110.4333333	1376.6	1360
53362	41.53333333	111.6833333	1490.1	1488
53391	41.9	114	1482.7	1489
53399	41.15	114.7	1393.3	1393
53446	40.66666667	109.85	1067.2	1067
53463	40.81666667	111.6833333	1063	1058
53478	40	112.45	1345.8	1404
53480	41.03333333	113.0666667	1419.3	1423
53487	40.1	113.3333333	1067.2	1075
53490	40.43333333	114.05	1013.9	1012
53513	40.75	107.4166667	1039.3	1043
53519	39.21666667	106.7666667	1091	1091
53529	39.1	107.9833333	1380.3	1381
53543	39.83333333	109.9833333	1460.4	1438
53564	39.38333333	111.15	861.5	876
53578	39.3	112.4333333	1091.2	1089
53588	39.03333333	113.5333333	2895.8	2602
53593	39.83333333	114.5666667	909.5	912
53594	39.45	114.1833333	938.1	960
53612	37.98333333	106.1833333	1127.7	1131
53614	38.48333333	106.2166667	1111.4	1111
53615	38.8	106.7	1101.6	1102
53646	38.23333333	109.7	1057.5	1161
53651	38.81666667	110.4333333	940.3	1168
53663	38.91666667	111.8166667	1401	1426
53664	38.46666667	111.1333333	1012.6	1053
53673	38.73333333	112.7166667	828.2	818
53687	37.78333333	113.6333333	753	702
53704	37.53333333	105.1833333	1225.7	1227
53705	37.48333333	105.6666667	1183.3	1190
53723	37.78333333	107.4	1347.8	1355
53725	37.58333333	107.5833333	1360.3	1382
53735	37.61666667	108.8	1335.8	1334
53738	36.83333333	108.1833333	1272.6	1450
53740	37.93333333	109.2333333	1111	1211
53754	37.5	110.2166667	929.7	895
53764	37.5	111.1	950.8	900
53772	37.78333333	112.55	778.3	775
53775	37.43333333	112.5333333	781.9	779
53787	37.06666667	112.9833333	1041.4	1016
53798	37.06666667	114.5	76.8	73
53806	36.56666667	105.65	1854.2	1830
53810	36.98333333	105.9	1343.9	1334
53817	36	106.2666667	1753	1756
53821	36.58333333	107.3	1255.6	1279
53853	36.7	110.95	1052.7	1031
53854	36.58333333	110.0666667	804.5	1020
53859	36.1	110.6833333	953.1	965
53863	37.03333333	111.9166667	743.9	756
53868	36.06666667	111.5	449.5	450
53877	36.16666667	112.25	857.1	851
53882	36.05	113.0666667	991.8	977
53884	36.51666667	113.0333333	877.9	875
53898	36.11666667	114.3666667	75.5	77
53903	35.96666667	105.7166667	1916.5	1969
53910	35.66666667	106.2	2840.3	2587
53915	35.55	106.6666667	1346.6	1362
53923	35.73333333	107.6333333	1421	1415
53929	35.2	107.8	1206.5	1192
53942	35.81666667	109.5	1158.3	1191
53948	34.95	109.5833333	499.2	486
53959	35.03333333	111.0166667	376	372
53963	35.65	111.3666667	433.7	433
53968	35.16666667	111.8	484.1	373
53975	35.48333333	112.4	659.5	609
53986	35.31666667	113.8833333	72.7	72
54012	44.58333333	117.6	995.9	1043
54026	44.56666667	120.9	265	267
54027	43.98333333	119.4	484.4	482
54041	44.78333333	123.0666667	149.5	148
54049	44.25	123.9666667	189.3	191
54063	44.96666667	126	196.6	195
54064	44.41666667	125.1666667	188.7	185
54094	44.56666667	129.6	241.4	238
54096	44.38333333	131.15	496.7	480
54102	43.95	116.0666667	989.5	992
54115	43.6	118.0666667	799	796
54134	43.6	121.2833333	241	240
54135	43.6	122.2666667	178.5	179
54142	43.5	123.5333333	114.9	118
54157	43.18333333	124.3333333	164.2	160
54161	43.9	125.2166667	236.8	233
54165	43.5	125.65	234.3	215
54171	43.7	126.5166667	229.5	223
54181	43.7	127.3333333	295	272
54186	43.36666667	128.2	523.7	531
54195	43.33333333	129.7666667	241.7	369
54208	42.18333333	116.4666667	1245.4	1241
54213	42.95	119.0333333	631.8	627
54218	42.26666667	118.9666667	571.1	573
54226	42.33333333	120.7	400.5	427
54236	42.41666667	122.5333333	79.4	85
54243	42.78333333	124.1166667	165.1	153
